amount_transferred,mode_of_transaction,date_and_time,account_number,place_of_transaction,merchant,label,amount_before_transaction,amount_after_transaction
1054.4373184127007,card,2024-02-21 23:53:19,30413326591418,unknown,Dash-Ben,legitimate,5678.42823642289,4623.9909180101895
518.4465733559546,card,2024-01-10 22:02:26,180079075164893,unknown,Loke-Ravi,legitimate,1045.3963518433773,526.9497784874227
2071.7308608665203,card,2024-01-15 22:14:29,4011796226935569,unknown,Bir-Gala,legitimate,4791.242995561083,2719.512134694563
1056.3544843767022,card,2024-01-02 20:29:56,4177892384562244,unknown,Raja LLC,legitimate,2633.254031491525,1576.8995471148228
4575.857673360161,card,2024-01-19 10:53:24,4454090575523562,unknown,Jhaveri Ltd,legitimate,5940.218560883327,1364.3608875231655
2076.507465119346,card,2024-02-27 15:40:32,6515795474088903,unknown,Rajagopal-Sani,fraud,5309.223376184658,3232.7159110653124
273.1923212894648,card,2024-01-14 06:46:14,213125275002036,unknown,Bains LLC,legitimate,1437.0646388707355,1163.8723175812706
414.4206173791632,card,2024-02-14 17:07:57,3581754933968102,unknown,Sahota LLC,fraud,4997.082500023718,4582.661882644555
2687.525168242815,card,2024-01-28 13:34:39,30447640474208,unknown,Dara-Bhagat,legitimate,4723.684274647445,2036.1591064046297
1240.927533962899,card,2024-01-11 16:36:45,3508249693997268,unknown,"Bakshi, Sur and Maharaj",fraud,4631.030514143997,3390.102980181098
2101.3063698562555,card,2024-01-21 17:13:50,3588340415333230,unknown,Chaudhuri-Dyal,legitimate,5742.807399325893,3641.5010294696376
1028.281298847537,card,2024-02-26 00:31:12,4118955821386089,unknown,Lad LLC,legitimate,4446.160355027935,3417.879056180398
2919.697728826691,card,2024-02-18 21:23:00,4211436139229378814,unknown,Edwin-Garg,legitimate,7437.664930882878,4517.967202056187
916.2536991054473,card,2024-01-15 06:14:24,4863982914698359,unknown,"Sharaf, Kant and Bhavsar",legitimate,2079.5967084993777,1163.3430093939303
1101.6708249702897,card,2024-03-06 04:30:58,4278574110617959,unknown,"Subramanian, Venkatesh and Wali",legitimate,1541.0830029539345,439.4121779836448
1450.5817464857923,card,2024-02-18 20:11:36,676365189486,unknown,Datta-Deshmukh,fraud,1737.3555758383886,286.7738293525963
1633.837220606213,card,2024-02-11 12:38:46,4899573356967217112,unknown,Kade-Lal,legitimate,6024.279531476587,4390.442310870374
2742.485957007144,card,2024-02-25 09:30:39,3557871258258354,unknown,Joshi-Rajagopalan,fraud,7609.188336203662,4866.702379196518
4464.431838274105,card,2024-03-03 16:57:39,30109260854818,unknown,Som Group,fraud,5984.039278885621,1519.6074406115158
535.7709620317738,card,2024-01-14 20:21:09,2286669696736761,unknown,"Bhasin, Saini and Chakraborty",fraud,4006.40544067087,3470.6344786390964
1817.554853844919,card,2024-01-16 22:45:21,213133398178527,unknown,Kar-Hari,fraud,1872.029646861946,54.47479301702697
2232.0732224633007,card,2024-01-13 22:04:35,4990916866302,unknown,Sarna Inc,fraud,3183.34445794208,951.2712354787792
2603.672003294528,card,2024-02-04 23:33:08,3568327723867599,unknown,Kohli-Sankar,fraud,6053.151171777984,3449.479168483456
4978.269431605003,card,2024-03-03 19:43:36,3507485565688046,unknown,Bains-Deol,legitimate,5317.046256788015,338.7768251830121
2226.475200323049,card,2024-02-28 15:50:21,501831325516,unknown,"Ranganathan, Joshi and Raman",legitimate,4574.340349422973,2347.865149099924
2598.5517571024,card,2024-03-07 12:26:44,4878470505335,unknown,Shukla Group,legitimate,5914.842246328405,3316.290489226005
2851.193032299591,card,2024-01-10 09:52:38,3555935342439296,unknown,Seshadri-Chopra,fraud,6683.324307114122,3832.131274814532
4396.104712408514,card,2024-03-03 16:58:18,342430216469060,unknown,Ram-Sibal,fraud,6670.646121893124,2274.541409484609
1944.367539223679,card,2024-01-30 23:04:06,30361963370481,unknown,Biswas-Savant,fraud,5099.484896310431,3155.117357086752
543.3158462427717,card,2024-02-24 05:06:04,30574007723958,unknown,"Dara, Dalal and Lanka",fraud,3245.7982377574576,2702.482391514686
4054.6611206013454,card,2024-02-07 10:10:12,376600198222997,unknown,Batra Group,fraud,4325.666923297119,271.0058026957727
3096.739893869856,card,2024-01-22 05:00:52,38102537284341,unknown,"Choudhury, Wable and Gour",legitimate,6813.33528329649,3716.5953894266345
2095.740586679499,card,2024-01-30 14:13:31,4686534941033883283,unknown,Bhalla Group,legitimate,2965.82654694752,870.0859602680212
300.2373395723242,card,2024-03-09 20:34:44,4527573091415580,unknown,Chopra-Krish,fraud,468.9469404291924,168.70960085686824
4442.478260592415,card,2024-02-12 06:59:44,4553653142145,unknown,Vyas-Kaur,legitimate,6703.806162871392,2261.327902278977
2666.1364609977577,card,2024-01-31 23:54:38,4409008418260,unknown,Seth-Babu,legitimate,6995.668021532494,4329.531560534737
4183.529101277893,card,2024-01-23 04:35:47,3520269033935970,unknown,Mallick Group,legitimate,4946.167995206425,762.6388939285325
4605.000994260688,card,2024-02-28 20:16:26,4092308739235149,unknown,Sidhu-Uppal,fraud,4679.160089504393,74.15909524370545
1607.0972252760766,card,2024-01-02 21:52:01,3561830660935565,unknown,Dani Group,legitimate,2165.893611745508,558.7963864694316
4000.918988584459,card,2024-01-03 00:56:43,4612034908196950283,unknown,"Saraf, Raju and Chakraborty",legitimate,5825.577969099177,1824.6589805147175
835.8438755716415,card,2024-03-03 06:34:34,4763376110618983,unknown,Amble-Bath,legitimate,3740.901506828248,2905.057631256606
4702.888335921042,card,2024-01-31 22:11:48,2314990318549325,unknown,"Bhakta, Bassi and Bhardwaj",fraud,5676.018884510646,973.1305485896036
1863.62164049564,card,2024-02-01 07:46:39,5543719506098225,unknown,"Behl, De and Joshi",legitimate,5875.422025558268,4011.8003850626274
3336.33639044263,card,2024-01-19 17:16:30,4328656326809395,unknown,"Wason, Chaudry and Saraf",legitimate,7105.2890219825495,3768.95263153992
4001.277727177103,card,2024-01-14 23:54:03,180017534307760,unknown,Varkey Inc,fraud,7483.637174004612,3482.3594468275096
2507.001717093904,card,2024-01-19 14:13:33,30394750426299,unknown,Sawhney-Malhotra,fraud,4949.4760605884685,2442.4743434945644
2182.6276537647595,card,2024-01-16 22:00:59,676307268471,unknown,Tiwari-Sekhon,legitimate,4015.0602598833466,1832.432606118587
2343.925873696043,card,2024-01-15 10:56:42,4960116790564670535,unknown,Kapur-Jain,legitimate,4228.1031123104485,1884.1772386144055
2254.201813828194,card,2024-02-11 12:18:09,370738983611820,unknown,Keer-Tella,fraud,4774.523783257304,2520.321969429109
175.68351286891917,card,2024-03-09 01:29:00,30438950172359,unknown,Lalla-Korpal,fraud,571.4838004133652,395.80028754444606
2813.7660116451507,card,2024-03-10 08:31:52,345763325861653,unknown,Kashyap PLC,legitimate,6228.470271351785,3414.7042597066347
1555.8414174534053,card,2024-01-24 10:35:07,4227181328303505,unknown,"Karan, Mander and Sankaran",legitimate,3319.8640620598226,1764.022644606417
3063.036790315075,card,2024-01-26 07:38:50,4095864849228900,unknown,Lala-Grover,legitimate,4194.583092229132,1131.5463019140566
4543.088413878083,card,2024-03-15 12:56:29,30115338311418,unknown,Bajaj-Doshi,legitimate,5941.940495666291,1398.852081788208
740.4062208896231,card,2024-02-11 07:58:23,30132922076885,unknown,Divan-Grewal,fraud,1650.07470446785,909.668483578227
127.73887358119032,card,2024-03-11 10:26:13,4078293319815189,unknown,"Rattan, Sant and Cherian",fraud,4636.563620364855,4508.8247467836645
3312.270885033476,card,2024-01-24 16:24:45,347437374600746,unknown,Singhal-Uppal,legitimate,4165.768091682606,853.4972066491296
4084.8312029631697,card,2024-03-15 14:45:59,639036874258,unknown,"Luthra, Randhawa and Doctor",fraud,8500.632536248533,4415.801333285363
819.544694854572,card,2024-02-21 08:01:31,347363637225818,unknown,Dua and Sons,fraud,3685.039240737144,2865.494545882572
1677.1822139119506,card,2024-01-18 03:38:48,180054523657657,unknown,"Babu, Sahni and Wadhwa",legitimate,6015.762481302363,4338.580267390413
2815.3221672119803,card,2024-01-20 04:46:23,3547123385376425,unknown,Arya-Kannan,legitimate,5190.902609570486,2375.580442358505
4613.7927478988495,card,2024-02-25 14:09:16,586308411378,unknown,Mander-Chandra,legitimate,9252.685008109407,4638.892260210558
2152.945006422726,card,2024-03-01 12:18:38,4018255086193234,unknown,"Ghose, Sharaf and Tank",legitimate,3218.283817028393,1065.3388106056673
2309.060665205953,card,2024-02-05 07:24:43,4520740112872684171,unknown,Deep Group,legitimate,5086.972511913853,2777.9118467079
4698.099718405304,card,2024-01-17 19:05:20,30515493568936,unknown,"Deo, Tata and Sane",fraud,5336.034784068513,637.9350656632087
4098.797172522799,card,2024-01-02 04:35:24,4827217566795,unknown,Desai Inc,legitimate,6340.426395682597,2241.629223159798
1129.2244815923748,card,2024-01-30 15:03:40,4236917048906724,unknown,Magar Group,legitimate,3983.043927860118,2853.819446267743
31.772715555042343,card,2024-01-13 01:02:10,5475494352115380,unknown,Ghose-Ghosh,fraud,3064.092074199171,3032.3193586441284
929.6639707809944,card,2024-01-15 08:59:58,6011072436967791,unknown,Sampath-Shroff,legitimate,2763.652667348317,1833.988696567323
1378.3223167294934,card,2024-02-03 01:05:27,6558248691335739,unknown,"Mani, Sodhi and Dutta",legitimate,1769.237171140093,390.9148544105997
1224.900549893133,card,2024-01-06 11:28:09,4821349507922714,unknown,"Swamy, Srivastava and Sankaran",legitimate,4504.97764609257,3280.0770961994367
41.86549986699956,card,2024-03-13 22:06:07,4763532793642,unknown,Issac-Rege,fraud,2489.140483528856,2447.2749836618564
335.37091038985534,card,2024-02-05 20:09:40,180020051513844,unknown,Char-Dutta,fraud,1028.3964549097673,693.0255445199119
2600.930608193224,card,2024-01-21 07:50:50,4463485867185006,unknown,Sen-Bajaj,legitimate,7280.95169552966,4680.021087336437
3930.401574220358,card,2024-03-13 12:34:01,180056135774200,unknown,Madan Group,fraud,8709.18819851574,4778.786624295382
4474.790378448192,card,2024-02-19 18:48:02,502023916989,unknown,"Bhandari, Dutta and Sane",legitimate,8759.255714806724,4284.465336358532
4399.211468591692,card,2024-03-15 20:10:17,2663158321068272,unknown,"Bhat, Shroff and Kunda",legitimate,8620.114288174504,4220.902819582811
2725.551325893474,card,2024-01-14 11:56:24,4918479853625571,unknown,Bakshi Inc,legitimate,3227.920992475074,502.3696665816001
2573.402197524371,card,2024-03-05 13:46:02,4689013564105,unknown,"Johal, Kannan and Chadha",legitimate,7540.568544341384,4967.166346817014
2863.012455887306,card,2024-02-01 03:32:49,4696672742559,unknown,"Gola, Gola and Gera",legitimate,4870.912048407326,2007.8995925200209
164.4693966875242,card,2024-01-03 20:01:01,3524224464545679,unknown,Lanka-Hayre,fraud,988.4437648644208,823.9743681768965
3123.058030136099,card,2024-01-14 06:23:32,3591856437752870,unknown,Krish-Acharya,fraud,7185.445653940033,4062.387623803933
4294.903625010424,card,2024-02-19 02:46:18,3524079822274408,unknown,Vyas-Arora,legitimate,5431.300159641082,1136.3965346306586
4027.82024282828,card,2024-01-05 08:33:27,213113332029077,unknown,"Choudhry, Trivedi and Bhalla",legitimate,6663.435092969542,2635.6148501412617
2750.6410568835413,card,2024-03-13 23:26:06,3557888782374804,unknown,"Talwar, Zacharia and Golla",fraud,3399.4412222486885,648.8001653651472
506.2125498691324,card,2024-02-22 09:44:17,4451459764346472143,unknown,Iyengar-Shan,fraud,2884.694709015816,2378.4821591466834
2112.57144136258,card,2024-02-12 01:02:08,4238753883318005857,unknown,Talwar-Rout,fraud,4907.697493443262,2795.126052080682
128.30169068614674,card,2024-02-04 06:54:30,3596247720192344,unknown,"Dewan, Sarma and Dutta",legitimate,2363.4622508433467,2235.1605601572
594.8474893443648,card,2024-01-31 19:51:25,4436034083485198,unknown,Zachariah-Mander,legitimate,951.5867448601032,356.7392555157385
3832.918504649975,card,2024-01-11 05:37:34,6011199996336016,unknown,Luthra Group,fraud,6262.764267257964,2429.845762607989
4604.625376232153,card,2024-01-24 21:22:48,3597900233080401,unknown,Gera and Sons,legitimate,6954.650165001824,2350.0247887696705
81.76341589970427,card,2024-02-22 13:40:16,4447280916708176,unknown,Raval-Mammen,legitimate,1397.248599580167,1315.4851836804623
3927.2325537469137,card,2024-02-11 15:41:33,4875862441301104018,unknown,Sami-Badal,fraud,8536.024536037521,4608.791982290608
203.67660958089252,card,2024-02-23 00:58:01,4849955784006977,unknown,Karnik PLC,legitimate,2298.4603497451903,2094.783740164298
3335.3724504276456,card,2024-01-29 07:45:17,565496529738,unknown,"Barman, Dewan and Bal",legitimate,7657.310273447607,4321.937823019962
615.7182266154381,card,2024-01-06 09:50:36,6011351156584329,unknown,Gole-Desai,fraud,1172.9407364863132,557.2225098708751
1554.21825646645,card,2024-01-10 13:00:48,5446786373785331,unknown,Gandhi Ltd,legitimate,3155.4159046552954,1601.1976481888455
4895.368885550421,card,2024-03-12 04:25:18,6011607994158950,unknown,Chahal LLC,legitimate,5785.25984585294,889.8909603025195
904.0279522678528,card,2024-01-23 11:17:44,3506979371573823,unknown,Singhal PLC,legitimate,2951.9977836303333,2047.9698313624804
2325.2872330275004,card,2024-03-08 02:40:58,347385714432579,unknown,Biswas-Batra,legitimate,2892.3543020101847,567.0670689826843
2054.2676177696703,card,2024-01-28 07:50:36,676196117532,unknown,Bajwa Group,legitimate,4265.031298939317,2210.7636811696466
4513.041036097657,card,2024-01-09 06:28:08,36397767980517,unknown,"Sachdeva, Sundaram and Bhavsar",legitimate,6288.856045904356,1775.815009806699
2124.802844016135,card,2024-01-08 07:36:37,342785686773451,unknown,Srinivasan Ltd,legitimate,3249.144929913421,1124.342085897286
1633.200185625121,card,2024-01-13 08:25:54,376986608868036,unknown,"Hegde, Konda and Sandhu",legitimate,4847.675451257193,3214.475265632072
4486.58019716336,card,2024-02-16 15:08:08,2708174629038997,unknown,"Sahni, Bahl and Aggarwal",fraud,9241.62852302104,4755.048325857681
260.71261901668083,card,2024-01-11 15:57:44,4968450934306,unknown,Ghose PLC,legitimate,1304.2088520291195,1043.4962330124386
2526.274669357227,card,2024-02-17 16:01:39,676245347098,unknown,"Dixit, Chhabra and Uppal",legitimate,6088.110960450495,3561.8362910932674
1834.746933824243,card,2024-01-09 20:20:20,3555769117770480,unknown,Tandon Group,fraud,5549.227571215391,3714.480637391148
3403.902451083899,card,2024-01-19 07:26:51,343770347659793,unknown,"Kohli, Virk and Virk",fraud,5899.523828048952,2495.621376965053
883.8644692504627,card,2024-02-14 17:12:38,2224276447654767,unknown,Chakrabarti-Bhatia,legitimate,5373.229516292293,4489.365047041831
1700.9146402003705,card,2024-02-27 11:11:40,3552625119875698,unknown,"Ahuja, Lanka and Dhingra",fraud,6533.201069863923,4832.286429663553
3813.31568085847,card,2024-01-01 18:23:41,3571978559111406,unknown,Gandhi-Datta,legitimate,5630.925476607179,1817.609795748709
100.92691000123314,card,2024-01-11 04:48:25,4409793861487733,unknown,Dyal-Dutt,fraud,3359.583067037139,3258.656157035906
3991.045359891952,card,2024-02-08 15:33:43,6011284064573581,unknown,Dar-Karnik,legitimate,7305.486323213512,3314.4409633215605
4841.285205294462,card,2024-03-01 00:04:47,4640012364195,unknown,Behl Group,fraud,6865.426481294459,2024.1412759999976
4780.3404935421,card,2024-02-13 01:46:02,4515408472192,unknown,Deshpande PLC,legitimate,6371.127955270225,1590.787461728125
4542.246770973602,card,2024-01-09 01:53:47,340233243033194,unknown,Batra-Bahl,fraud,9211.630320130393,4669.383549156791
337.81734618228523,card,2024-02-08 08:27:51,180003305736254,unknown,Thakkar LLC,fraud,4289.825277252535,3952.0079310702495
618.2116057513683,card,2024-01-28 15:02:13,6543318927547734,unknown,Johal Inc,fraud,1199.3897899643434,581.1781842129751
2174.8811750476684,card,2024-01-30 03:52:12,30530109935270,unknown,Chandra and Sons,legitimate,2783.1026922562546,608.2215172085862
4933.446340403061,card,2024-01-07 17:45:14,4856010765726274,unknown,"Tiwari, Ghose and Kale",fraud,9546.934756978666,4613.488416575605
236.7774379038748,card,2024-02-12 17:37:26,3529262451662441,unknown,Thakur-Thakkar,fraud,653.0121653882277,416.2347274843529
2349.152147667884,card,2024-01-03 22:10:43,30076541236687,unknown,Wagle-Dube,fraud,5794.374665421282,3445.222517753398
3194.318113556184,card,2024-02-13 04:44:30,3548841501850663,unknown,Date-Dugar,legitimate,4335.841765808798,1141.5236522526147
4114.178012535461,card,2024-03-07 20:44:46,344627332744346,unknown,Sem-Mani,fraud,4299.752872816138,185.57486028067703
4032.944386167376,card,2024-02-12 02:25:59,4871579280075566,unknown,Rama-Chaudry,fraud,4340.535741107026,307.59135493965005
4884.23363926819,card,2024-03-08 10:20:46,213112920098205,unknown,Kapoor Ltd,fraud,6758.108936629204,1873.8752973610144
1861.8535627663375,card,2024-01-17 16:23:52,6011196175126739,unknown,Mahal-Bajwa,legitimate,2259.0199366962675,397.1663739299297
2966.915231996486,card,2024-03-13 00:53:55,5196019722060814,unknown,Balakrishnan LLC,legitimate,5954.144839664422,2987.229607667936
2596.64366204325,card,2024-01-20 20:58:32,3528456337805551,unknown,Sur-Dyal,legitimate,5836.443673799888,3239.8000117566376
2465.660302466896,card,2024-02-25 06:59:32,2280159612013368,unknown,Banerjee-Joshi,fraud,4339.26847666231,1873.608174195414
1396.6767186789025,card,2024-03-06 03:08:06,3565562415958164,unknown,Viswanathan-Edwin,legitimate,5113.638316513472,3716.9615978345696
3246.9279372532487,card,2024-02-12 20:56:45,6011941433000824,unknown,"Hans, Srinivasan and Sani",legitimate,5702.240112899439,2455.31217564619
1348.1900950471174,card,2024-02-25 02:35:08,3518079148422267,unknown,Mand PLC,legitimate,3505.030327023507,2156.84023197639
3056.6283075269685,card,2024-02-23 20:23:29,3586566827952322,unknown,Dewan PLC,legitimate,5097.498870589692,2040.870563062724
361.59878155812186,card,2024-03-16 05:57:18,213112790938498,unknown,Hans PLC,legitimate,2522.8201534123536,2161.221371854232
4273.453571495144,card,2024-01-30 16:24:56,2238467818020050,unknown,"Mand, Basak and Walia",legitimate,9113.212944667892,4839.759373172748
4452.416281615672,card,2024-02-05 06:30:51,5421402820567038,unknown,Dara-Apte,fraud,7862.637511207477,3410.2212295918043
3211.107361468696,card,2024-01-23 18:52:24,30340561772629,unknown,Dhaliwal-Dasgupta,legitimate,4794.004498802586,1582.8971373338895
2683.7801455206754,card,2024-01-30 08:35:16,4384183314463870,unknown,Virk PLC,fraud,6355.740897846446,3671.960752325771
4143.908967985564,card,2024-02-26 01:44:09,4276296321427,unknown,"Sem, Lanka and Venkataraman",legitimate,5801.943235716915,1658.034267731351
270.8727253111105,card,2024-02-23 13:05:27,60486633781,unknown,"Setty, Borra and Mandal",legitimate,908.1901151566448,637.3173898455341
2530.5266231625915,card,2024-01-21 09:15:54,6565120170642532,unknown,Sehgal Inc,legitimate,4912.574806866281,2382.048183703689
569.0741218185813,card,2024-02-20 12:57:38,4649756855540,unknown,Saxena-Jhaveri,fraud,4326.683178919267,3757.609057100686
3464.460056944084,card,2024-02-27 03:18:42,346988957611477,unknown,Krishnamurthy-Chandran,fraud,5358.983012271817,1894.5229553277327
2729.6843252957224,card,2024-03-10 17:25:09,2232818180808967,unknown,Karnik and Sons,fraud,7076.863294111963,4347.178968816241
3711.003803669197,card,2024-02-17 22:36:04,373954196618745,unknown,Varty-Karan,legitimate,5651.897797067119,1940.8939933979211
4966.342526960591,card,2024-03-03 12:38:17,4158482994610485,unknown,Wali LLC,legitimate,6722.039264239182,1755.6967372785912
1961.2540169457195,card,2024-02-15 06:21:43,3539749315382065,unknown,"Konda, Bahl and Deo",legitimate,6952.491147123419,4991.2371301777
4139.489730847495,card,2024-01-07 09:37:40,4747726674062351,unknown,Sandal Group,legitimate,6557.025125567921,2417.5353947204267
3715.753588511636,card,2024-02-07 17:12:51,6523815298212511,unknown,Sachdeva-Halder,legitimate,7743.807424982031,4028.0538364703953
2415.839173610011,card,2024-01-26 02:35:07,3564123970578391,unknown,"Kibe, Dash and Shetty",legitimate,6442.729573349025,4026.890399739013
4202.139311411607,card,2024-01-07 19:27:44,60491108944,unknown,"Dayal, Chaudhry and Dara",legitimate,8834.722303536513,4632.582992124906
2083.982632325484,card,2024-02-16 06:59:14,3567445196605949,unknown,Sood LLC,legitimate,2517.6089540324992,433.626321707015
4382.833971380134,card,2024-01-02 13:27:37,6503185529894550,unknown,Karnik-Maharaj,legitimate,5746.223150750077,1363.3891793699431
3457.511042988606,card,2024-01-26 20:55:32,4874530811813,unknown,Dugal-Chakraborty,legitimate,7298.574019805312,3841.062976816706
1112.0553869854143,card,2024-02-05 09:39:08,4750039479037258818,unknown,Khatri-Basak,legitimate,3929.436834054253,2817.3814470688385
2714.656339413833,card,2024-02-08 14:18:41,4855411387403,unknown,Dugar Group,legitimate,5517.134901762957,2802.4785623491243
4387.923373371095,card,2024-01-22 12:33:49,4995169495397486537,unknown,"Bath, Sahota and Boase",fraud,5227.337729703597,839.4143563325015
2512.57462214733,card,2024-01-08 08:24:36,213120284901229,unknown,"Sethi, Upadhyay and Gopal",legitimate,3925.52816257584,1412.9535404285098
4091.637836802277,card,2024-03-01 10:23:35,3550632195253164,unknown,Baral Inc,legitimate,6703.094924528781,2611.4570877265046
4755.133686567717,card,2024-03-07 07:57:20,4049012681432829,unknown,Dutt-Madan,legitimate,6148.268696294076,1393.1350097263594
3280.6255324189,card,2024-02-11 03:45:16,180088987751408,unknown,"Warrior, Bora and Doshi",legitimate,4339.936667985488,1059.3111355665887
4341.6028836361775,card,2024-02-27 14:04:34,3547103545770261,unknown,Dash-Shere,fraud,4789.505601928458,447.90271829228095
2224.31359432981,card,2024-03-01 04:25:21,4012327767407,unknown,Uppal Group,fraud,3011.3863938273043,787.0727994974945
4572.915610165549,card,2024-03-05 18:36:08,4682310270234057,unknown,Som PLC,fraud,8419.565745000495,3846.6501348349457
1061.426258723782,card,2024-01-24 14:34:45,30189636602018,unknown,Bawa PLC,legitimate,4658.134369841512,3596.7081111177304
1085.1599073058928,card,2024-02-22 17:33:18,4648842062343,unknown,Suresh-Sahota,legitimate,1323.8699922059636,238.7100849000708
2931.963006678576,card,2024-01-07 08:03:55,213135350065691,unknown,Kala Group,legitimate,3956.35059254569,1024.387585867114
4688.031050271532,card,2024-02-05 22:55:04,38873612712238,unknown,Sama-Barad,legitimate,7494.703230467786,2806.672180196254
2149.223084722304,card,2024-02-10 07:18:12,3577225010962090,unknown,"Kothari, Sachdev and Kala",legitimate,3769.136027463802,1619.9129427414982
3220.414928098105,card,2024-02-24 08:35:23,4321973115906,unknown,"Sabharwal, Soman and Bobal",legitimate,7338.430445468963,4118.015517370857
1435.703310546485,card,2024-02-09 17:17:54,6011014412258092,unknown,"Mammen, Garg and Kohli",fraud,5362.799955780598,3927.0966452341127
4200.61340532173,card,2024-01-11 06:50:48,3578285899085560,unknown,"Deol, Dar and Srinivasan",fraud,8659.600389532698,4458.986984210967
2781.604210957111,card,2024-01-02 17:00:49,3555518863679647,unknown,Saini-Chhabra,fraud,5600.631056167639,2819.0268452105283
4935.629428761342,card,2024-01-04 00:00:26,4995972391474094,unknown,Singh-Arya,legitimate,6702.491063008743,1766.8616342474015
4017.029288816339,card,2024-01-12 21:10:19,30380450985494,unknown,"Bakshi, Garg and Koshy",legitimate,7051.292122779079,3034.26283396274
654.50548160596,card,2024-01-15 22:48:04,4214232083494933,unknown,"Chadha, Karpe and Vala",fraud,1109.2975135357945,454.7920319298345
1190.6828157104617,card,2024-03-09 07:48:05,4230219482024508760,unknown,"Ravel, Ramakrishnan and Johal",legitimate,1248.5170442403848,57.834228529923394
3616.843373010334,card,2024-03-04 01:02:42,4259616780361773,unknown,"Sandal, Konda and Kapoor",fraud,3712.140038410907,95.29666540057316
1589.179232466878,card,2024-01-13 10:36:54,213118938611897,unknown,Swamy Inc,legitimate,3632.818492758616,2043.6392602917383
3819.944059904379,card,2024-01-02 07:31:23,3576368026909449,unknown,Kala-Zacharia,legitimate,4968.051254478665,1148.107194574286
406.3026512550432,card,2024-01-20 05:24:26,630449288541,unknown,Anne-Krishna,fraud,1201.417803197281,795.1151519422378
4088.353507944052,card,2024-03-16 22:23:55,374894490927617,unknown,"Chopra, Chaudhary and Bakshi",legitimate,7168.830325878722,3080.47681793467
1353.523722437411,card,2024-03-08 06:49:32,4705033378233101,unknown,Krishnamurthy Ltd,fraud,6329.047985077184,4975.524262639774
3110.2493207575544,card,2024-01-27 16:22:26,213110115886186,unknown,"Sidhu, Lad and Borde",legitimate,4007.2378067990808,896.9884860415264
1968.5428464693573,card,2024-01-16 17:58:55,3505413891251711,unknown,Comar and Sons,fraud,4705.185753296912,2736.6429068275543
2406.11574115682,card,2024-01-26 13:03:14,3582087131781350,unknown,Subramanian-Kade,legitimate,3013.55603601629,607.4402948594698
3169.176271793607,card,2024-03-08 08:35:46,36998956181765,unknown,Aggarwal-Wason,fraud,7841.01611274358,4671.839840949973
2156.577783137123,card,2024-01-14 13:35:58,375979490583517,unknown,Bawa PLC,legitimate,3622.436074304342,1465.8582911672192
2099.664919211445,card,2024-03-11 20:19:02,6011693651948081,unknown,"Ratti, Banerjee and Aurora",fraud,6492.580621227904,4392.915702016458
4960.86849396833,card,2024-03-07 23:09:46,6567945987603691,unknown,"Handa, Lalla and Behl",fraud,6383.41992582771,1422.5514318593805
253.3439308775707,card,2024-02-10 09:43:08,372402967147610,unknown,"Gola, Dugal and Viswanathan",legitimate,4285.545807009301,4032.2018761317295
4886.766460877603,card,2024-03-01 00:00:44,30327256968877,unknown,Choudhury-Tripathi,legitimate,5941.579314772009,1054.8128538944056
1848.946455181568,card,2024-01-12 05:19:42,4685466311015413,unknown,Arya and Sons,fraud,3319.9657116472554,1471.0192564656872
733.0254117352032,card,2024-02-13 19:35:46,213118961356535,unknown,Yohannan-Sathe,fraud,1703.4774850993367,970.4520733641336
172.30563566134705,card,2024-01-17 05:51:22,180037073517025,unknown,"Virk, Deol and Gill",fraud,1500.9624261311287,1328.6567904697818
4750.809215583517,card,2024-02-04 05:44:30,347106951301164,unknown,Kant and Sons,fraud,8926.789334696761,4175.980119113245
3220.7104580914806,card,2024-01-31 14:17:51,180040113831653,unknown,D’Alia and Sons,legitimate,6419.4826208495015,3198.772162758021
3341.073997464437,card,2024-01-15 14:03:34,639079800459,unknown,"Kala, Rattan and Chaudhry",fraud,5376.413544962185,2035.339547497748
2438.478017709267,card,2024-01-31 23:16:36,344055644855412,unknown,Upadhyay Group,fraud,7296.367942849227,4857.88992513996
744.3446229637772,card,2024-02-14 15:05:58,4395551570105996,unknown,"Wason, Ramesh and Singh",legitimate,3074.00364334035,2329.659020376573
3183.342230865287,card,2024-02-29 02:40:13,378130061655048,unknown,Kapadia-Dasgupta,legitimate,8032.4444874469555,4849.102256581668
3365.867095824421,card,2024-01-07 16:48:11,180039828869263,unknown,"Divan, Singh and Rajan",fraud,4356.835841149614,990.9687453251922
1563.4254187884585,card,2024-03-05 15:21:36,213112685339158,unknown,Edwin Ltd,fraud,6087.571170092056,4524.1457513035975
2237.1685363329407,card,2024-01-08 07:40:15,4923440787687331412,unknown,"Ghosh, Kalita and Iyer",legitimate,2316.141334779439,78.97279844649847
2074.07694784399,card,2024-03-13 16:32:52,341647400065716,unknown,"Dhawan, Bandi and Luthra",fraud,4805.139927649119,2731.062979805129
3849.769736627765,card,2024-02-26 16:20:50,30046520061489,unknown,"Sem, Grover and Hegde",fraud,5970.801184144919,2121.031447517153
2237.633386843895,card,2024-03-09 05:46:00,4872623556461081,unknown,"Virk, Batta and Sem",fraud,4867.821735749072,2630.188348905177
4815.005107435523,card,2024-01-23 02:23:41,3569686006118221,unknown,Soni Group,fraud,7586.694818854541,2771.689711419018
1581.4430384985897,card,2024-02-07 21:12:37,4220924866270,unknown,Chakraborty-Mannan,legitimate,3532.709495296467,1951.2664567978773
